transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	11312.080000	0.088401	11.171251	11.111780	1.008369	0.040000	1.048369	165.102160
2000	22462.600000	0.089037	11.160880	11.156958	0.973810	0.040000	1.013810	167.995760
3000	33270.720000	0.090169	11.043254	11.032053	0.974987	0.040000	1.014987	168.403147
4000	44379.720000	0.090131	11.059695	11.053227	0.965551	0.040000	1.005551	168.345360
5000	55237.880000	0.090518	11.019380	11.019533	0.966935	0.040008	1.006943	167.685568
6000	66301.480000	0.090496	11.026751	11.016879	0.965676	0.040013	1.005690	167.960713
7000	77404.760000	0.090434	11.037685	11.036350	0.971600	0.040011	1.011611	167.563600
8000	88544.480000	0.090350	11.050441	11.047652	0.974054	0.040015	1.014069	167.536540
9000	99668.000000	0.090300	11.058562	11.055824	0.978321	0.040018	1.018338	167.813413
10000	110519.640000	0.090482	11.037868	11.037028	0.977745	0.040016	1.017761	167.843408
