transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	14141.480000	0.070714	14.061421	14.011100	0.957740	0.040000	0.997740	85.711440
2000	28528.720000	0.070105	14.224412	14.231473	0.962355	0.040000	1.002355	86.426880
3000	41907.440000	0.071586	13.942421	13.953313	0.966565	0.040027	1.006591	86.000333
4000	56332.000000	0.071008	14.062986	14.054664	0.964271	0.040030	1.004301	85.948200
5000	70642.600000	0.070779	14.112519	14.112791	0.964547	0.040024	1.004571	85.943432
6000	84489.560000	0.071015	14.068251	14.071371	0.961073	0.040020	1.001093	85.915547
7000	98590.080000	0.071001	14.072862	14.069348	0.965200	0.040017	1.005217	85.757903
8000	112828.720000	0.070904	14.093587	14.088317	0.959875	0.040015	0.999890	85.735505
9000	126743.760000	0.071009	14.073746	14.070709	0.961186	0.040013	1.001199	85.888476
10000	141240.680000	0.070801	14.116068	14.116266	0.962570	0.040012	1.002582	85.982608
