transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	14296.440000	0.069947	14.203043	14.165431	9.955600	0.040000	9.995600	84.781480
2000	28344.520000	0.070560	14.125523	14.139062	9.906507	0.040040	9.946547	85.733680
3000	42827.320000	0.070049	14.244655	14.242941	9.991417	0.040027	10.031444	85.764627
4000	57001.120000	0.070174	14.226937	14.237152	9.984542	0.040020	10.024562	85.880350
5000	71404.280000	0.070024	14.262188	14.270414	10.028847	0.040016	10.068863	86.001928
6000	85976.720000	0.069786	14.313906	14.319221	10.075909	0.040013	10.115923	85.679967
7000	99809.200000	0.070134	14.245121	14.238505	10.004268	0.040011	10.044280	85.627994
8000	114008.320000	0.070170	14.239370	14.237662	9.996813	0.040010	10.036823	85.747085
9000	128419.280000	0.070083	14.258438	14.262050	10.014093	0.040009	10.054102	85.795387
10000	143243.880000	0.069811	14.315060	14.313904	10.061265	0.040012	10.101277	85.855688
