transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6179.920000	0.161814	6.106547	6.142470	0.418667	0.040040	0.458706	46.889720
2000	12206.000000	0.163854	6.066293	6.084429	0.405444	0.040040	0.445484	46.885800
3000	18267.080000	0.164230	6.064555	6.077750	0.399215	0.040027	0.439242	46.910933
4000	24298.360000	0.164620	6.056234	6.064234	0.398493	0.040020	0.438513	46.867960
5000	30449.000000	0.164209	6.075119	6.085301	0.397618	0.040016	0.437634	46.865728
6000	36650.600000	0.163708	6.096203	6.099903	0.394174	0.040013	0.434188	46.879773
7000	42801.040000	0.163547	6.103952	6.106303	0.393997	0.040011	0.434009	46.902697
8000	48917.560000	0.163540	6.105523	6.109628	0.392322	0.040010	0.432332	46.885345
9000	55128.360000	0.163255	6.117222	6.117603	0.394208	0.040009	0.434217	46.918756
10000	61115.600000	0.163624	6.104222	6.106641	0.391163	0.040008	0.431171	46.922628
