transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9900.600000	0.101004	9.717077	9.723074	3.479095	0.040000	3.519095	168.324960
2000	19285.640000	0.103704	9.550975	9.560179	3.445139	0.040020	3.485159	163.573480
3000	29329.720000	0.102285	9.715398	9.724766	3.557558	0.040013	3.597571	166.241587
4000	38754.320000	0.103214	9.642681	9.648652	3.462775	0.040010	3.502785	165.367980
5000	48676.120000	0.102720	9.698516	9.702298	3.478142	0.040008	3.518150	166.421280
6000	58340.000000	0.102845	9.692742	9.693958	3.469191	0.040007	3.509197	165.972713
7000	68335.240000	0.102436	9.735962	9.739358	3.501594	0.040006	3.541599	166.762674
8000	77724.520000	0.102928	9.692622	9.695714	3.498366	0.040005	3.538371	166.431835
9000	87692.080000	0.102632	9.723174	9.725761	3.501043	0.040009	3.541052	166.887978
10000	97049.280000	0.103040	9.686573	9.686830	3.495034	0.040008	3.535042	166.388100
