transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3145.360000	0.317929	3.096176	3.096591	0.389685	0.040000	0.429685	47.707520
2000	6209.440000	0.322090	3.080120	3.083120	0.381490	0.040000	0.421490	47.626540
3000	9349.800000	0.320862	3.100207	3.104683	0.385179	0.040000	0.425179	47.830333
4000	12383.040000	0.323022	3.083461	3.085213	0.382880	0.040000	0.422880	47.650230
5000	15481.160000	0.322973	3.086393	3.086469	0.382871	0.040000	0.422871	47.549264
6000	18563.280000	0.323219	3.085681	3.085985	0.382025	0.040000	0.422025	47.568507
7000	21662.000000	0.323147	3.087544	3.087155	0.383628	0.040000	0.423628	47.572183
8000	24745.320000	0.323293	3.087016	3.087532	0.384983	0.040000	0.424983	47.593905
9000	27864.760000	0.322989	3.090619	3.090382	0.383999	0.040000	0.423999	47.641302
10000	30915.000000	0.323468	3.086581	3.087042	0.383401	0.040000	0.423401	47.600328
