transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	44776.000000	0.022333	44.624665	44.593720	0.991848	0.040000	1.031848	88.306000
2000	90032.240000	0.022214	44.940610	44.912567	1.011762	0.040000	1.051762	87.984440
3000	135770.640000	0.022096	45.206629	45.188990	0.987555	0.040013	1.027568	87.862013
4000	180039.960000	0.022217	44.972243	44.963289	0.976222	0.040010	1.016232	87.782010
5000	226364.240000	0.022088	45.242705	45.242608	0.988098	0.040016	1.028114	87.912032
6000	269877.040000	0.022232	44.954339	44.939360	0.979164	0.040020	1.019184	87.779700
7000	317057.880000	0.022078	45.272456	45.272023	0.975192	0.040017	1.015209	87.826497
8000	359756.440000	0.022237	44.950679	44.954135	0.973363	0.040015	1.013378	87.692320
9000	403009.120000	0.022332	44.761991	44.761600	0.968897	0.040018	1.008915	87.760013
10000	446011.880000	0.022421	44.586051	44.582302	0.973633	0.040020	1.013653	87.816488
