transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3312.920000	0.301849	3.231471	3.232930	0.180722	0.040078	0.220800	81.998560
2000	6511.480000	0.307150	3.215008	3.214598	0.179348	0.040059	0.219408	81.760240
3000	9775.120000	0.306902	3.231224	3.231601	0.182453	0.040040	0.222493	82.350840
4000	13005.640000	0.307559	3.231048	3.231928	0.183618	0.040030	0.223648	82.350510
5000	16170.360000	0.309208	3.217780	3.218487	0.186285	0.040024	0.226308	82.018632
6000	19431.000000	0.308785	3.224924	3.225159	0.186762	0.040020	0.226782	82.118520
7000	22640.080000	0.309186	3.222660	3.223121	0.186819	0.040017	0.226836	82.124703
8000	25870.800000	0.309229	3.223668	3.223953	0.187454	0.040015	0.227469	82.150350
9000	29069.280000	0.309605	3.220869	3.221142	0.187451	0.040013	0.227465	82.030062
10000	32259.240000	0.309989	3.217778	3.218101	0.186893	0.040012	0.226905	82.003292
