transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7832.160000	0.127679	7.713514	7.774935	3.202500	0.040000	3.242500	61.993920
2000	15473.720000	0.129251	7.677519	7.708341	3.166617	0.040000	3.206617	62.025200
3000	23277.600000	0.128879	7.719653	7.740053	3.163034	0.040027	3.203061	61.834613
4000	31064.920000	0.128763	7.736574	7.748266	3.182889	0.040020	3.222908	61.902520
5000	38971.760000	0.128298	7.770634	7.777461	3.186757	0.040016	3.226773	61.955952
6000	46470.720000	0.129114	7.725348	7.737765	3.151574	0.040020	3.191594	61.823280
7000	54233.560000	0.129071	7.730704	7.738328	3.126741	0.040017	3.166758	61.956783
8000	61874.160000	0.129295	7.719440	7.725254	3.122128	0.040015	3.162143	61.915200
9000	69487.920000	0.129519	7.707696	7.713241	3.114796	0.040013	3.154809	61.991356
10000	77239.640000	0.129467	7.712099	7.716439	3.113762	0.040012	3.153774	62.073332
