transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	4719.760000	0.211875	4.602482	4.653978	1.203905	0.040039	1.243945	67.617640
2000	9414.680000	0.212434	4.648724	4.675748	1.196147	0.040020	1.236167	67.469960
3000	14065.640000	0.213286	4.649470	4.665821	1.182548	0.040013	1.222561	67.795053
4000	18822.160000	0.212515	4.676239	4.687813	1.195198	0.040010	1.235208	67.776000
5000	23559.640000	0.212227	4.688490	4.697619	1.197352	0.040008	1.237360	67.898080
6000	28246.040000	0.212419	4.688141	4.697332	1.198703	0.040013	1.238716	68.210867
7000	32950.480000	0.212440	4.690470	4.696439	1.199339	0.040017	1.239356	68.202634
8000	37500.680000	0.213329	4.672934	4.679107	1.194395	0.040015	1.234410	68.012400
9000	42307.880000	0.212726	4.687854	4.694813	1.206658	0.040013	1.246671	68.140573
10000	47019.040000	0.212680	4.690185	4.694722	1.205407	0.040012	1.245419	68.179160
