transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5562.280000	0.179782	5.488448	5.479133	1.894882	0.040039	1.934921	84.264320
2000	11070.120000	0.180667	5.498149	5.491911	1.892024	0.040020	1.932044	84.393580
3000	16655.160000	0.180124	5.527122	5.524433	1.911881	0.040013	1.951894	84.685160
4000	22286.520000	0.179481	5.553188	5.550605	1.931537	0.040010	1.971547	84.609720
5000	27928.280000	0.179030	5.570906	5.569709	1.934559	0.040008	1.974567	84.984512
6000	33493.240000	0.179141	5.569915	5.566775	1.938069	0.040007	1.978075	85.059173
7000	39010.960000	0.179437	5.562457	5.561797	1.931379	0.040011	1.971390	85.148531
8000	44554.400000	0.179556	5.560080	5.558807	1.936369	0.040010	1.976379	84.943930
9000	49973.840000	0.180094	5.544452	5.543139	1.933817	0.040009	1.973826	84.776533
10000	55509.240000	0.180150	5.543546	5.541132	1.937189	0.040008	1.977197	84.780596
