transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6723.920000	0.148723	6.551151	6.603815	1.468016	0.040000	1.508016	112.892000
2000	13040.720000	0.153366	6.433917	6.465509	1.385218	0.040020	1.425238	113.121520
3000	19518.360000	0.153701	6.448496	6.466839	1.386375	0.040013	1.426388	112.750853
4000	25912.160000	0.154368	6.434819	6.450246	1.374976	0.040010	1.414986	112.874740
5000	32366.640000	0.154480	6.438752	6.454280	1.371470	0.040008	1.411478	112.526712
6000	38873.200000	0.154348	6.450055	6.459276	1.375414	0.040007	1.415420	112.398693
7000	45379.200000	0.154256	6.458048	6.468813	1.376964	0.040006	1.416969	112.458320
8000	51801.200000	0.154437	6.453542	6.462498	1.379516	0.040005	1.419521	112.179380
9000	58321.680000	0.154317	6.460980	6.469856	1.384053	0.040009	1.424062	112.313493
10000	64804.240000	0.154311	6.463138	6.468616	1.381986	0.040008	1.421994	112.346148
