transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3324.480000	0.300799	3.273313	3.274438	0.992441	0.040000	1.032441	56.755040
2000	6567.680000	0.304522	3.258249	3.260626	0.974571	0.040000	1.014571	56.674840
3000	9763.640000	0.307262	3.237479	3.235651	0.986658	0.040000	1.026879	55.877893
4000	12988.720000	0.307960	3.234379	3.231311	0.984283	0.040000	1.024283	55.753230
5000	16180.000000	0.309023	3.225757	3.225199	0.978350	0.040000	1.018350	55.840664
6000	19446.320000	0.308542	3.232519	3.231900	0.982051	0.040007	1.022058	55.870047
7000	22787.520000	0.307186	3.248047	3.248801	0.989793	0.040011	1.029805	55.949583
8000	26061.040000	0.306972	3.251231	3.251635	0.989217	0.040010	1.029227	55.979750
9000	29299.160000	0.307176	3.249774	3.250118	0.986810	0.040009	1.026819	55.998707
10000	32498.600000	0.307706	3.244740	3.244481	0.980375	0.040012	1.020387	55.940796
