transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8564.280000	0.116764	8.440320	8.495000	3.176825	0.040000	3.216825	78.852960
2000	16989.840000	0.117717	8.432936	8.450368	3.139950	0.040000	3.179950	79.178380
3000	25492.920000	0.117680	8.456325	8.476116	3.125081	0.040013	3.165095	79.190440
4000	33602.120000	0.119040	8.369522	8.384547	3.087495	0.040020	3.127515	78.803660
5000	42034.280000	0.118951	8.382052	8.393403	3.107963	0.040016	3.147979	78.827000
6000	50800.880000	0.118108	8.446154	8.455120	3.143844	0.040027	3.183871	78.648853
7000	59191.800000	0.118260	8.438263	8.443840	3.124713	0.040023	3.164736	78.923120
8000	67399.920000	0.118695	8.409491	8.415453	3.112693	0.040020	3.152713	78.893520
9000	75843.120000	0.118666	8.413237	8.418071	3.111756	0.040018	3.151774	78.917973
10000	84446.360000	0.118418	8.432239	8.436815	3.124064	0.040016	3.164080	78.862932
