transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	27200.280000	0.036764	27.174975	27.143912	20.600719	0.040000	20.640719	63.016280
2000	53279.520000	0.037538	26.626833	26.598881	20.074448	0.040000	20.114448	62.869680
3000	79897.400000	0.037548	26.623848	26.613404	20.109477	0.040000	20.149477	63.004627
4000	106366.840000	0.037606	26.585236	26.568204	20.121689	0.040000	20.161689	62.990030
5000	132112.840000	0.037846	26.417355	26.407053	19.937753	0.040000	19.977753	63.025904
6000	158657.440000	0.037817	26.438566	26.433442	19.954662	0.040000	19.994662	63.061733
7000	184130.600000	0.038016	26.300632	26.292298	19.843736	0.040000	19.883736	63.089891
8000	209780.880000	0.038135	26.219327	26.217688	19.781805	0.040000	19.821805	63.065430
9000	236535.360000	0.038049	26.278795	26.272126	19.836898	0.040004	19.876903	62.955418
10000	262676.400000	0.038070	26.265019	26.252390	19.825753	0.040016	19.865769	62.987872
