transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	29023.320000	0.034455	28.908829	28.901355	24.244143	0.040000	24.284143	78.077920
2000	58748.400000	0.034043	29.317159	29.333706	24.645834	0.040000	24.685834	77.714780
3000	87615.840000	0.034240	29.167202	29.175078	24.533227	0.040000	24.573227	77.516933
4000	115969.000000	0.034492	28.963641	28.965977	24.333893	0.040000	24.373893	77.599580
5000	145462.520000	0.034373	29.069638	29.068559	24.439776	0.040016	24.479792	77.512368
6000	174092.360000	0.034464	28.996326	28.994151	24.355630	0.040013	24.395643	77.673120
7000	203920.960000	0.034327	29.115239	29.117430	24.481234	0.040011	24.521245	77.724611
8000	233637.960000	0.034241	29.190469	29.196861	24.573332	0.040010	24.613342	77.703125
9000	262941.400000	0.034228	29.203023	29.208404	24.600151	0.040018	24.640169	77.659929
10000	292354.080000	0.034205	29.223990	29.228682	24.617999	0.040016	24.658015	77.717176
