transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	111295.600000	0.008985	111.246927	111.056208	98.381317	0.040000	98.421317	73.304960
2000	222082.360000	0.009006	111.016728	111.006680	98.112220	0.040000	98.152220	72.929860
3000	336055.120000	0.008927	112.002401	111.996880	99.038747	0.040000	99.078747	72.887000
4000	447454.920000	0.008939	111.851713	111.848550	99.010800	0.040000	99.050800	72.902110
5000	562277.000000	0.008892	112.445905	112.445632	99.551336	0.040000	99.591336	72.884800
6000	675390.720000	0.008884	112.557226	112.554987	99.656177	0.040007	99.696184	72.830800
7000	791370.360000	0.008845	113.046212	113.044754	100.150074	0.040006	100.190080	72.847046
8000	904811.240000	0.008842	113.095552	113.086834	100.170384	0.040010	100.210394	72.906410
9000	1020367.720000	0.008820	113.369019	113.366004	100.433609	0.040013	100.473622	72.942147
10000	1129620.720000	0.008853	112.957376	112.955832	100.021288	0.040016	100.061304	72.926940
