transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	30922.320000	0.032339	30.765766	30.841078	25.730020	0.040040	25.770060	76.833840
2000	62660.840000	0.031918	31.252386	31.296032	26.226547	0.040020	26.266567	76.456820
3000	94318.240000	0.031807	31.387436	31.418167	26.344325	0.040013	26.384339	76.526200
4000	125132.560000	0.031966	31.244121	31.272252	26.212717	0.040010	26.252727	76.468950
5000	156740.520000	0.031900	31.316903	31.332864	26.289958	0.040016	26.329974	76.626912
6000	188293.200000	0.031865	31.356206	31.369983	26.335501	0.040020	26.375521	76.578413
7000	218351.280000	0.032058	31.170733	31.187088	26.158977	0.040023	26.199000	76.585537
8000	248230.560000	0.032228	31.009281	31.009290	25.979995	0.040025	26.020020	76.644485
9000	281444.560000	0.031978	31.254277	31.263493	26.230497	0.040027	26.270523	76.601182
10000	312810.400000	0.031968	31.265435	31.272446	26.254449	0.040024	26.294473	76.584452
