transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3167.320000	0.315724	3.109429	3.119882	0.984016	0.040000	1.024016	47.819400
2000	6248.360000	0.320084	3.095228	3.102712	0.968143	0.040000	1.008143	48.086520
3000	9362.960000	0.320411	3.101687	3.105274	0.970998	0.040000	1.010998	48.118093
4000	12515.680000	0.319599	3.114449	3.116842	0.982998	0.040010	1.023008	47.979770
5000	15589.920000	0.320720	3.106405	3.107640	0.978150	0.040008	1.018158	47.942424
6000	18672.800000	0.321323	3.102484	3.104033	0.983717	0.040007	1.023723	47.802247
7000	21756.160000	0.321748	3.099751	3.101189	0.982945	0.040006	1.022951	47.785777
8000	24807.160000	0.322488	3.093657	3.095455	0.983978	0.040010	1.023988	47.729645
9000	27858.720000	0.323059	3.088979	3.090183	0.976903	0.040009	1.016912	47.746636
10000	30955.720000	0.323042	3.089781	3.090868	0.977506	0.040008	1.017514	47.708176
