transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	227.840000	0.004389	0.000000	75.106667	71.866667	0.040000	71.906667	108.880000
1000	43701.480000	0.022883	43.517157	43.525219	36.888287	0.040000	36.928287	105.592160
2000	87437.240000	0.022874	43.626513	43.690775	37.012374	0.040000	37.052374	105.016140
3000	130460.320000	0.022995	43.425302	43.457149	36.916376	0.040027	36.956402	104.466440
4000	175408.800000	0.022804	43.806192	43.814949	37.371471	0.040020	37.411491	104.230870
5000	219706.160000	0.022758	43.904445	43.901007	37.474085	0.040016	37.514101	103.943016
6000	262658.840000	0.022843	43.745791	43.748146	37.327303	0.040020	37.367323	103.959553
7000	305870.920000	0.022885	43.669536	43.681628	37.285587	0.040029	37.325616	103.712029
8000	348840.960000	0.022933	43.582088	43.585171	37.204233	0.040025	37.244258	103.596575
9000	393460.400000	0.022874	43.697362	43.705353	37.329021	0.040022	37.369043	103.638191
10000	435521.000000	0.022961	43.533669	43.545597	37.168558	0.040020	37.208578	103.790504
