transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	757.280000	0.001321	0.000000	370.100000	347.800000	0.040000	347.840000	426.960000
1000	321355.080000	0.003112	320.918719	319.999641	289.609841	0.040000	289.649841	703.707880
2000	638245.360000	0.003134	318.903492	318.808240	287.617780	0.040000	287.657780	710.696580
3000	961443.720000	0.003120	320.335592	319.925644	288.839667	0.040000	288.879667	709.699947
4000	1284769.480000	0.003113	321.083321	320.828831	289.703137	0.040000	289.743137	709.458940
5000	1618633.120000	0.003089	323.639896	323.593208	292.558320	0.040000	292.598320	709.561568
6000	1940703.920000	0.003092	323.378336	323.220257	292.126024	0.040000	292.166024	710.620120
7000	2263917.960000	0.003092	323.354862	323.231987	292.256836	0.040000	292.296836	710.444903
8000	2578142.360000	0.003103	322.213412	322.189790	291.273940	0.040000	291.313940	710.128235
9000	2899696.560000	0.003104	322.140158	322.097672	291.060627	0.040000	291.100627	710.037604
10000	3232193.720000	0.003094	323.175962	323.131638	292.099072	0.040004	292.139076	709.897268
