transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	23258.440000	0.042995	23.062623	23.192120	19.830080	0.040000	19.870080	77.668320
2000	46559.480000	0.042956	23.181891	23.201835	19.815095	0.040000	19.855095	77.422300
3000	70758.400000	0.042398	23.521014	23.543414	20.155913	0.040000	20.195913	77.392493
4000	95334.240000	0.041958	23.784786	23.817110	20.442050	0.040010	20.482060	77.377490
5000	118031.320000	0.042362	23.567201	23.587157	20.209690	0.040008	20.249698	77.403000
6000	141260.360000	0.042475	23.510832	23.527222	20.143424	0.040007	20.183431	77.418147
7000	163610.040000	0.042785	23.344929	23.360223	19.976110	0.040011	20.016121	77.324160
8000	187401.960000	0.042689	23.400810	23.413153	20.030500	0.040010	20.070510	77.322950
9000	211465.360000	0.042560	23.474439	23.479738	20.101992	0.040009	20.142001	77.334960
10000	234500.760000	0.042644	23.430531	23.438524	20.063934	0.040008	20.103942	77.294508
