transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8233.120000	0.121461	8.152953	8.148673	3.789109	0.040000	3.829109	86.174640
2000	16342.960000	0.122377	8.131386	8.133400	3.817262	0.040020	3.857282	85.981220
3000	24589.600000	0.122003	8.169817	8.178776	3.861350	0.040013	3.901363	85.893907
4000	32761.240000	0.122096	8.170273	8.171896	3.856882	0.040010	3.896892	85.694780
5000	41047.680000	0.121810	8.193511	8.198450	3.895842	0.040008	3.935850	85.749248
6000	49232.280000	0.121871	8.192025	8.190057	3.883866	0.040007	3.923873	85.883180
7000	57454.960000	0.121835	8.196405	8.194118	3.894098	0.040011	3.934109	85.830943
8000	65561.560000	0.122023	8.185178	8.184165	3.885983	0.040010	3.925993	85.676295
9000	74160.840000	0.121358	8.231195	8.230313	3.938060	0.040009	3.978069	85.628587
10000	82129.240000	0.121759	8.204912	8.202249	3.919125	0.040008	3.959133	85.570728
