transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3498.200000	0.285861	3.414014	3.418708	0.089189	0.040000	0.129189	80.755920
2000	6951.160000	0.287722	3.433497	3.436162	0.091943	0.040020	0.131962	81.524560
3000	10407.480000	0.288254	3.441107	3.443031	0.090863	0.040040	0.130903	81.863293
4000	13843.000000	0.288955	3.439710	3.440567	0.091948	0.040030	0.131978	81.868310
5000	17354.040000	0.288117	3.453979	3.455352	0.092855	0.040024	0.132879	82.164328
6000	20818.400000	0.288207	3.455709	3.456244	0.092829	0.040027	0.132855	82.192133
7000	24236.840000	0.288817	3.450384	3.451404	0.093077	0.040028	0.133106	82.094640
8000	27727.800000	0.288519	3.455457	3.455567	0.093187	0.040030	0.133217	82.200270
9000	31114.960000	0.289250	3.447868	3.448508	0.093202	0.040031	0.133233	82.056564
10000	34572.680000	0.289246	3.448853	3.449232	0.093696	0.040028	0.133724	82.101352
