transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6358.120000	0.157279	6.234515	6.325532	4.031602	0.040000	4.071602	56.131520
2000	12735.120000	0.157046	6.305793	6.346839	4.038824	0.040000	4.078824	56.050040
3000	19067.800000	0.157333	6.314758	6.336577	4.021256	0.040000	4.061256	56.097613
4000	25352.920000	0.157773	6.307347	6.320439	4.015158	0.040010	4.055168	55.976740
5000	31982.760000	0.156334	6.371858	6.388805	4.073176	0.040008	4.113184	56.028168
6000	38502.200000	0.155835	6.396459	6.406091	4.093553	0.040013	4.133566	55.994267
7000	45201.160000	0.154863	6.439680	6.448000	4.133820	0.040023	4.173843	56.048994
8000	51854.360000	0.154278	6.466373	6.471194	4.156766	0.040020	4.196786	55.978045
9000	58273.880000	0.154443	6.461167	6.467396	4.155605	0.040018	4.195623	55.932782
10000	64500.080000	0.155039	6.437668	6.443769	4.133088	0.040020	4.173108	55.905232
