transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3742.000000	0.267237	3.697377	3.704737	0.988051	0.040000	1.028051	47.508600
2000	7398.920000	0.270310	3.677139	3.673920	0.985879	0.040000	1.025879	47.661080
3000	11103.640000	0.270182	3.686335	3.685991	0.987136	0.040000	1.027136	47.638227
4000	14817.960000	0.269943	3.693333	3.693323	0.988497	0.040000	1.028497	47.698490
5000	18495.560000	0.270335	3.690186	3.690994	0.990200	0.040000	1.030200	47.698648
6000	22261.440000	0.269524	3.702804	3.703514	0.995955	0.040000	1.035955	47.635553
7000	25985.120000	0.269385	3.705787	3.706771	1.001438	0.040000	1.041438	47.708789
8000	29591.880000	0.270344	3.693407	3.694494	0.993843	0.040005	1.033848	47.602590
9000	33234.960000	0.270799	3.687814	3.688021	0.990479	0.040004	1.030484	47.617622
10000	36948.760000	0.270645	3.690413	3.689467	0.991625	0.040012	1.031637	47.594704
