transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	24544.680000	0.040742	24.472232	24.473806	0.494571	0.040040	0.534611	77.628360
2000	47930.560000	0.041727	23.928784	23.930070	0.482516	0.040040	0.522556	77.552240
3000	70733.160000	0.042413	23.553264	23.563653	0.456275	0.040027	0.496301	77.711333
4000	94671.040000	0.042252	23.649442	23.645806	0.433177	0.040030	0.473207	77.586110
5000	118089.800000	0.042341	23.603297	23.605750	0.436489	0.040024	0.476513	77.647248
6000	141946.360000	0.042269	23.645514	23.639647	0.429494	0.040020	0.469514	77.664140
7000	165514.880000	0.042292	23.634514	23.630677	0.433471	0.040023	0.473494	77.603663
8000	189106.880000	0.042304	23.629199	23.631860	0.431196	0.040020	0.471216	77.536435
9000	211557.120000	0.042542	23.498189	23.499309	0.433917	0.040018	0.473935	77.559089
10000	235196.040000	0.042518	23.512263	23.511510	0.418406	0.040016	0.458422	77.588652
