transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9728.640000	0.102789	9.569890	9.644405	3.491774	0.040000	3.531774	91.933480
2000	18890.000000	0.105876	9.365523	9.395045	3.374043	0.040000	3.414043	90.392140
3000	28287.240000	0.106055	9.376099	9.406840	3.394666	0.040000	3.434666	90.273480
4000	37684.920000	0.106143	9.381495	9.399661	3.386214	0.040020	3.426234	90.116400
5000	46668.560000	0.107139	9.301908	9.312974	3.376979	0.040016	3.416995	89.544880
6000	55932.080000	0.107273	9.295509	9.307883	3.380063	0.040013	3.420077	89.208420
7000	64941.040000	0.107790	9.254568	9.265105	3.373662	0.040011	3.413674	88.953731
8000	73996.400000	0.108113	9.229664	9.242458	3.367979	0.040010	3.407989	88.715515
9000	83373.680000	0.107948	9.246067	9.254898	3.375360	0.040013	3.415373	88.854142
10000	92855.640000	0.107694	9.269659	9.277067	3.375478	0.040016	3.415494	89.326476
