transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	104778.520000	0.009544	104.762162	104.723960	100.805560	0.040000	100.845560	55.183080
2000	211573.120000	0.009453	105.778889	105.759860	101.807860	0.040000	101.847860	55.206220
3000	315281.560000	0.009515	105.088510	105.075053	101.095493	0.040013	101.135507	55.114907
4000	418712.480000	0.009553	104.674009	104.667050	100.685520	0.040020	100.725540	55.117780
5000	526383.640000	0.009499	105.273559	105.247766	101.267778	0.040016	101.307794	55.195600
6000	630780.920000	0.009512	105.127488	105.120593	101.138227	0.040013	101.178240	55.216967
7000	740518.120000	0.009453	105.786112	105.779057	101.785937	0.040011	101.825949	55.190823
8000	847248.680000	0.009442	105.904183	105.891444	101.894903	0.040010	101.934913	55.227730
9000	952205.880000	0.009452	105.798951	105.796098	101.811404	0.040013	101.851418	55.224769
10000	1058746.480000	0.009445	105.873123	105.858990	101.870381	0.040012	101.910393	55.211232
