transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	25669.800000	0.038956	25.453614	25.592463	19.477846	0.040000	19.517846	133.928440
2000	52008.360000	0.038455	25.896308	25.946360	19.921677	0.040000	19.961677	133.106080
3000	78198.920000	0.038364	25.994425	26.016994	19.927104	0.040000	19.967104	133.758280
4000	104265.280000	0.038364	26.012413	26.017129	19.926151	0.040000	19.966151	133.914080
5000	129765.040000	0.038531	25.909862	25.935079	19.818705	0.040008	19.858713	133.809464
6000	155319.040000	0.038630	25.850542	25.862435	19.750142	0.040013	19.790155	133.590567
7000	181174.720000	0.038637	25.851276	25.863395	19.764842	0.040011	19.804854	133.299349
8000	207262.760000	0.038598	25.880875	25.893608	19.796867	0.040015	19.836882	133.424610
9000	233643.800000	0.038520	25.936455	25.939145	19.856840	0.040013	19.896854	133.139769
10000	260237.800000	0.038426	26.002216	26.014576	19.924343	0.040012	19.964355	133.116316
