transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	93.840000	0.010656	0.000000	10.071111	4.584000	0.040000	4.624000	66.400000
1000	8627.440000	0.115909	8.542142	8.568072	3.299345	0.040040	3.339384	76.467200
2000	16730.560000	0.119542	8.322521	8.336491	3.120239	0.040060	3.160299	76.174080
3000	25172.440000	0.119178	8.362321	8.368553	3.106104	0.040040	3.146144	76.288813
4000	33465.040000	0.119528	8.344886	8.346697	3.134507	0.040030	3.174537	75.688220
5000	41733.720000	0.119807	8.329642	8.335390	3.161294	0.040024	3.201318	75.574648
6000	50235.120000	0.119438	8.358273	8.360646	3.167503	0.040020	3.207523	75.968367
7000	58520.800000	0.119616	8.347901	8.349874	3.168047	0.040017	3.208064	76.109291
8000	66738.880000	0.119870	8.331671	8.333107	3.150749	0.040015	3.190764	76.199010
9000	74931.240000	0.120110	8.316191	8.317882	3.137251	0.040018	3.177269	76.041071
10000	83304.960000	0.120041	8.321944	8.321626	3.136208	0.040016	3.176224	76.062648
