transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	158.440000	0.006312	0.000000	13.123333	6.536667	0.040000	6.576667	124.120000
1000	10667.520000	0.093743	10.519600	10.568087	4.191160	0.040000	4.231160	108.969120
2000	21026.640000	0.095117	10.439320	10.460040	4.169214	0.040000	4.209214	109.158680
3000	31470.400000	0.095328	10.440800	10.449073	4.187039	0.040000	4.227039	109.363720
4000	42131.520000	0.094941	10.495894	10.509661	4.293111	0.040000	4.333111	109.411880
5000	52626.080000	0.095010	10.495627	10.503385	4.277949	0.040000	4.317949	109.479368
6000	63445.640000	0.094569	10.549625	10.550880	4.307070	0.040000	4.347070	109.491100
7000	73977.520000	0.094623	10.547090	10.553072	4.290849	0.040000	4.330849	109.567794
8000	84243.640000	0.094963	10.511964	10.521159	4.280749	0.040000	4.320749	109.588270
9000	94372.520000	0.095367	10.469394	10.474117	4.244391	0.040000	4.284391	109.731756
10000	104827.280000	0.095395	10.467931	10.472259	4.242410	0.040004	4.282414	109.763228
