transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8715.000000	0.114745	8.611732	8.659463	3.206282	0.040000	3.246282	82.363000
2000	17483.680000	0.114392	8.690245	8.701483	3.259174	0.040020	3.299194	82.535380
3000	26232.480000	0.114362	8.709770	8.713754	3.330060	0.040013	3.370073	82.549053
4000	34953.760000	0.114437	8.712648	8.716438	3.316718	0.040010	3.356728	82.750520
5000	43646.560000	0.114557	8.708678	8.713906	3.313619	0.040008	3.353627	83.088584
6000	52132.760000	0.115091	8.671592	8.675280	3.300116	0.040007	3.340123	83.026460
7000	60540.800000	0.115625	8.633936	8.638430	3.281387	0.040006	3.321393	82.888400
8000	69384.680000	0.115299	8.660183	8.660936	3.288334	0.040005	3.328339	82.982090
9000	77803.880000	0.115675	8.633404	8.638179	3.264163	0.040004	3.304168	82.963680
10000	86761.040000	0.115259	8.665783	8.668019	3.289799	0.040008	3.329807	82.952188
