transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	7701.760000	0.129840	7.592553	7.655841	3.318129	0.040000	3.358129	57.776360
2000	15158.040000	0.131943	7.524382	7.540528	3.201572	0.040000	3.241572	57.744420
3000	22672.120000	0.132321	7.520947	7.540000	3.123751	0.040000	3.163751	57.870707
4000	30224.360000	0.132344	7.528772	7.545568	3.143800	0.040030	3.183830	57.641350
5000	38001.720000	0.131573	7.578500	7.590823	3.179293	0.040024	3.219317	57.638352
6000	45400.400000	0.132157	7.548525	7.558781	3.177216	0.040020	3.217236	57.443487
7000	52913.920000	0.132290	7.543523	7.549943	3.165314	0.040017	3.205331	57.460194
8000	60401.240000	0.132448	7.536497	7.540877	3.159011	0.040015	3.199026	57.381605
9000	67654.880000	0.133028	7.505065	7.510496	3.136767	0.040018	3.176785	57.420351
10000	75107.880000	0.133142	7.499858	7.505154	3.131360	0.040016	3.171376	57.413964
