transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	33239.840000	0.030084	33.145065	33.144112	9.884985	0.040000	9.924985	86.685800
2000	65502.560000	0.030533	32.703672	32.726317	9.906474	0.040000	9.946474	87.277220
3000	97882.400000	0.030649	32.595692	32.567787	9.886134	0.040000	9.926134	87.131813
4000	130491.280000	0.030653	32.598990	32.585465	9.965273	0.040010	10.005283	87.176890
5000	162983.800000	0.030678	32.577692	32.578784	9.907722	0.040016	9.947738	87.194632
6000	194896.560000	0.030786	32.466851	32.469900	9.853911	0.040020	9.893931	87.227127
7000	228063.680000	0.030693	32.566904	32.570307	9.866518	0.040017	9.906535	87.201423
8000	262067.320000	0.030527	32.746518	32.748323	9.923524	0.040020	9.963544	87.165950
9000	296101.120000	0.030395	32.889566	32.893538	10.019411	0.040018	10.059429	87.174009
10000	328866.560000	0.030407	32.877152	32.878136	10.037980	0.040020	10.078000	87.179232
