transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	126.680000	0.007894	0.000000	69.680000	68.120000	0.040000	68.160000	56.640000
1000	37582.960000	0.026608	37.493774	37.521440	32.861160	0.040000	32.901160	66.217040
2000	76348.920000	0.026196	38.130185	38.129730	33.494785	0.040000	33.534785	66.528520
3000	115634.400000	0.025944	38.515412	38.513911	33.884570	0.040000	33.924570	66.288507
4000	155521.640000	0.025720	38.858455	38.868743	34.243279	0.040000	34.283279	66.148670
5000	194464.000000	0.025712	38.875239	38.870548	34.239400	0.040000	34.279400	66.186408
6000	231176.760000	0.025954	38.514766	38.506820	33.856385	0.040000	33.896385	66.108613
7000	269828.600000	0.025942	38.534351	38.529750	33.878469	0.040000	33.918469	66.207726
8000	307096.840000	0.026050	38.376067	38.367011	33.719160	0.040000	33.759160	66.185820
9000	343693.200000	0.026186	38.178300	38.183415	33.545557	0.040000	33.585557	66.152356
10000	381756.280000	0.026195	38.166777	38.167283	33.532939	0.040000	33.572939	66.137712
