transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9226.600000	0.108382	9.080561	9.066549	1.022694	0.040000	1.062694	160.371440
2000	17825.320000	0.112200	8.839520	8.813953	1.007596	0.040020	1.047616	156.568240
3000	26529.160000	0.113083	8.794278	8.783783	1.008291	0.040013	1.048305	156.356427
4000	35283.640000	0.113367	8.784326	8.784343	1.008884	0.040010	1.048894	155.931460
5000	44205.400000	0.113108	8.811818	8.810478	1.003269	0.040008	1.043277	156.125512
6000	52917.160000	0.113385	8.795139	8.792408	1.003549	0.040007	1.043556	156.209007
7000	61658.440000	0.113529	8.787444	8.782046	1.003253	0.040006	1.043259	156.124497
8000	70245.000000	0.113887	8.762330	8.761856	1.000105	0.040005	1.040110	155.795880
9000	79016.240000	0.113901	8.763320	8.759800	1.003933	0.040009	1.043942	155.887911
10000	87247.560000	0.114616	8.710115	8.707889	1.005630	0.040012	1.045642	155.081336
