transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	3616.960000	0.276475	3.504745	3.541626	0.354521	0.040000	0.394521	82.164240
2000	7075.240000	0.282676	3.481501	3.497765	0.341196	0.040020	0.381216	81.326800
3000	10565.960000	0.283931	3.484575	3.496405	0.331158	0.040026	0.371185	81.717280
4000	14121.400000	0.283258	3.502296	3.510622	0.328432	0.040040	0.368471	82.159230
5000	17572.000000	0.284544	3.491954	3.498327	0.321999	0.040040	0.362039	82.032880
6000	21062.240000	0.284870	3.491669	3.496696	0.316946	0.040033	0.356979	82.120687
7000	24605.200000	0.284493	3.498997	3.504469	0.315198	0.040028	0.355226	82.394714
8000	28104.880000	0.284648	3.499082	3.503995	0.314873	0.040025	0.354898	82.332695
9000	31662.040000	0.284252	3.505536	3.508564	0.312931	0.040022	0.352953	82.529213
10000	35147.720000	0.284513	3.503550	3.506897	0.313060	0.040020	0.353080	82.452680
