transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6311.560000	0.158439	6.261381	6.264771	0.390983	0.040000	0.430983	47.206880
2000	12372.400000	0.161650	6.161061	6.161594	0.384701	0.040020	0.424721	47.219340
3000	18601.920000	0.161274	6.183888	6.186609	0.385921	0.040027	0.425948	47.168893
4000	24543.200000	0.162978	6.123221	6.127652	0.383141	0.040020	0.423161	47.213940
5000	30588.120000	0.163462	6.107558	6.107505	0.384968	0.040040	0.425008	47.162856
6000	36902.640000	0.162590	6.142057	6.142338	0.381135	0.040040	0.421175	47.087273
7000	42877.440000	0.163256	6.118160	6.118162	0.382494	0.040034	0.422529	47.117794
8000	48822.880000	0.163858	6.096567	6.095509	0.381201	0.040030	0.421231	47.080795
9000	55064.520000	0.163445	6.112688	6.111067	0.380626	0.040031	0.420657	47.115916
10000	61095.360000	0.163679	6.104502	6.103267	0.383293	0.040032	0.423325	47.078416
