transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9733.600000	0.102737	9.578699	9.632349	3.941188	0.040000	3.981188	93.385240
2000	19357.200000	0.103321	9.601161	9.639283	3.886753	0.040000	3.926753	94.351860
3000	28854.560000	0.103970	9.566549	9.584478	3.884691	0.040000	3.924691	94.405160
4000	38425.240000	0.104098	9.567582	9.593277	3.893353	0.040000	3.933353	94.164300
5000	48488.880000	0.103116	9.666813	9.681414	3.930509	0.040008	3.970517	94.368640
6000	57919.320000	0.103592	9.627411	9.636578	3.907008	0.040007	3.947015	94.239913
7000	67657.280000	0.103463	9.643206	9.653253	3.899352	0.040011	3.939364	94.226560
8000	77078.720000	0.103790	9.615482	9.626247	3.884626	0.040010	3.924636	94.229440
9000	86493.160000	0.104054	9.593141	9.599654	3.860959	0.040009	3.900968	94.193884
10000	95744.880000	0.104444	9.558996	9.565195	3.837550	0.040012	3.877562	94.130788
