transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9057.520000	0.110405	8.865626	8.929349	0.919645	0.040000	0.959645	168.707560
2000	17972.760000	0.111280	8.890445	8.906515	0.975540	0.040000	1.015540	168.205660
3000	26690.440000	0.112400	8.832838	8.840662	0.966744	0.040000	1.006744	166.317947
4000	35821.600000	0.111664	8.907437	8.909711	0.979607	0.040010	1.019617	166.968120
5000	44687.280000	0.111889	8.899084	8.908046	0.976887	0.040008	1.016895	166.370896
6000	53691.120000	0.111750	8.916546	8.920266	0.981233	0.040007	1.021239	166.734133
7000	62716.320000	0.111614	8.932070	8.937465	0.979396	0.040006	1.019401	167.147646
8000	71988.400000	0.111129	8.974577	8.978244	0.983923	0.040005	1.023928	167.418050
9000	80953.240000	0.111175	8.973495	8.979665	0.986735	0.040004	1.026689	167.913458
10000	89851.760000	0.111294	8.965997	8.971283	0.981422	0.040004	1.021426	167.780996
