transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	6491.320000	0.154052	6.371812	6.408902	0.320672	0.040040	0.360711	78.155680
2000	12733.720000	0.157063	6.307074	6.327340	0.289642	0.040020	0.329662	77.255300
3000	19261.720000	0.155749	6.380740	6.399561	0.283031	0.040013	0.323044	77.198280
4000	25687.480000	0.155718	6.391998	6.402723	0.277348	0.040020	0.317368	77.168760
5000	32133.120000	0.155603	6.402729	6.414034	0.274354	0.040032	0.314386	77.234192
6000	38649.560000	0.155241	6.421684	6.431300	0.271613	0.040033	0.311646	77.205960
7000	44915.400000	0.155849	6.399417	6.405620	0.268990	0.040029	0.309019	76.969457
8000	51438.600000	0.155525	6.414892	6.421933	0.268018	0.040025	0.308043	77.261525
9000	57795.520000	0.155721	6.408450	6.413518	0.266461	0.040022	0.306483	77.334240
10000	63928.440000	0.156425	6.380894	6.385248	0.266125	0.040020	0.306145	77.403992
