transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	9372.160000	0.106699	9.175736	9.303539	3.643654	0.040000	3.683654	87.009360
2000	18730.000000	0.106781	9.266833	9.304533	3.566958	0.040020	3.606978	87.307660
3000	28181.920000	0.106451	9.328550	9.364350	3.519362	0.040013	3.559375	88.311747
4000	37652.160000	0.106236	9.363981	9.385420	3.508422	0.040020	3.548442	88.439970
5000	46915.640000	0.106574	9.343877	9.361365	3.474125	0.040016	3.514141	88.566136
6000	56000.200000	0.107142	9.300650	9.317291	3.436785	0.040013	3.476799	88.309387
7000	65221.680000	0.107326	9.289338	9.303821	3.418117	0.040011	3.458128	88.402680
8000	74212.080000	0.107799	9.251966	9.267764	3.383285	0.040010	3.423295	88.447415
9000	83425.560000	0.107881	9.247690	9.259585	3.363801	0.040009	3.403810	88.505667
10000	92795.160000	0.107764	9.259882	9.270401	3.346154	0.040008	3.386162	88.885644
