transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	5575.320000	0.179362	5.501261	5.507814	0.286364	0.040040	0.326403	54.035800
2000	10837.960000	0.184537	5.381891	5.386832	0.283618	0.040040	0.323658	54.117940
3000	16276.280000	0.184317	5.400707	5.411028	0.276702	0.040040	0.316742	54.018667
4000	21556.200000	0.185561	5.370503	5.379391	0.273212	0.040040	0.313252	53.893720
5000	26780.560000	0.186703	5.341268	5.346707	0.272077	0.040032	0.312109	53.767528
6000	32207.920000	0.186290	5.355619	5.357578	0.268641	0.040027	0.308667	53.839480
7000	37745.920000	0.185451	5.381677	5.384751	0.268827	0.040029	0.308856	53.759777
8000	43104.200000	0.185597	5.378752	5.382355	0.267458	0.040025	0.307483	53.655330
9000	48512.400000	0.185520	5.382025	5.385176	0.267340	0.040027	0.307367	53.604422
10000	53919.640000	0.185461	5.384546	5.385552	0.266624	0.040024	0.306648	53.588808
