transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	143297.000000	0.006979	143.270591	143.347508	39.213720	0.040040	39.253760	72.286600
2000	291952.720000	0.006850	145.964502	146.015108	40.456340	0.040020	40.496360	72.144460
3000	439107.080000	0.006832	146.361254	146.391024	40.715440	0.040013	40.755453	72.084680
4000	586923.120000	0.006815	146.725041	146.723220	40.784264	0.040010	40.824274	72.130660
5000	732855.920000	0.006823	146.566561	146.578588	40.928216	0.040008	40.968224	72.133872
6000	878760.320000	0.006828	146.456183	146.469885	41.087973	0.040007	41.127980	72.072013
7000	1026829.640000	0.006817	146.686664	146.699311	41.097217	0.040006	41.137223	72.068440
8000	1169247.520000	0.006842	146.152999	146.154470	41.094825	0.040005	41.134830	72.106375
9000	1309933.360000	0.006871	145.545469	145.531154	41.032827	0.040004	41.072832	72.094693
10000	1455884.240000	0.006869	145.586015	145.593939	40.874360	0.040008	40.914368	72.102456
