transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1	334.880000	0.002986	0.000000	15.765714	1.116364	0.040000	1.156364	314.960000
1000	22302.240000	0.044839	21.989349	21.830480	0.278395	0.040078	0.318474	490.178120
2000	44265.360000	0.045182	21.976228	21.890346	0.285042	0.040040	0.325082	488.795480
3000	66292.720000	0.045254	21.993278	21.933448	0.284777	0.040040	0.324816	489.706560
4000	87888.320000	0.045512	21.893833	21.849925	0.276788	0.040040	0.316828	489.312930
5000	109379.480000	0.045712	21.813283	21.783151	0.273301	0.040032	0.313333	487.895880
6000	130887.840000	0.045841	21.762454	21.741841	0.271402	0.040027	0.311429	486.913107
7000	151988.720000	0.046056	21.667930	21.643070	0.272431	0.040028	0.312459	484.549217
8000	173336.360000	0.046153	21.627888	21.609989	0.270232	0.040025	0.310257	483.755325
9000	194406.240000	0.046295	21.565881	21.554669	0.269752	0.040027	0.309778	481.952658
10000	216161.680000	0.046262	21.584838	21.573707	0.269077	0.040024	0.309101	481.686896
