transcripts_nb	time	prod_rate	mean_prod_time	mean_bind_time	mean_ocf_time	mean_esc_time	mean_init_time	mean_elong_time
1000	8673.720000	0.115291	8.549990	8.590824	3.492671	0.040040	3.532711	71.687120
2000	16735.000000	0.119510	8.305513	8.332191	3.311279	0.040040	3.351319	71.605360
3000	24673.320000	0.121589	8.183074	8.200386	3.246822	0.040027	3.286848	71.355227
4000	32767.640000	0.122072	8.160880	8.174481	3.194012	0.040020	3.234032	70.971110
5000	40833.480000	0.122449	8.141868	8.156412	3.205665	0.040016	3.245681	70.985360
6000	49008.560000	0.122428	8.147405	8.152813	3.211025	0.040013	3.251038	70.950147
7000	57133.080000	0.122521	8.144135	8.151467	3.204852	0.040011	3.244863	70.862469
8000	65305.560000	0.122501	8.147678	8.154775	3.209181	0.040010	3.249191	70.903975
9000	73534.600000	0.122391	8.156720	8.164068	3.215108	0.040013	3.255122	70.902049
10000	81823.440000	0.122214	8.169933	8.175969	3.220556	0.040012	3.260568	71.078900
